   0.0000e+00	   1.0080e-01	   1.9134e+00	   6.2000e-02	   7.9000e-03	   7.4900e-02	
   2.0000e+00	   4.3450e-01	   8.0500e-02	   4.4790e-01	   1.1000e-02	   1.2400e-02	
   4.0000e+00	   4.8110e-01	   7.9100e-02	   3.0450e-01	   1.0200e-02	   1.7300e-02	
   6.0000e+00	   4.1140e-01	   7.3400e-02	   2.5340e-01	   1.3300e-02	   2.6600e-02	
   8.0000e+00	   3.9560e-01	   9.9000e-02	   2.5690e-01	   1.1600e-02	   2.9400e-02	
   1.0000e+01	   3.7140e-01	   7.2400e-02	   2.7360e-01	   1.2500e-02	   3.7800e-02	
   1.2000e+01	   3.9950e-01	   7.8200e-02	   2.5610e-01	   1.3000e-02	   2.5700e-02	
   1.4000e+01	   4.4770e-01	   7.5200e-02	   2.2680e-01	   1.1200e-02	   3.3200e-02	
   1.6000e+01	   4.1900e-01	   8.5300e-02	   2.0860e-01	   1.2100e-02	   3.0500e-02	
   1.8000e+01	   3.5400e-01	   7.2500e-02	   2.3750e-01	   1.2100e-02	   2.9600e-02	
   2.0000e+01	   3.6900e-01	   7.8100e-02	   2.5390e-01	   1.2800e-02	   3.4200e-02	
